Date_Time,Day,well_id,RFU,Time,plate,Pop_ID,species,temperature,level_of_resource,value_resource,well_number,replicate,phylum,species_updated,Time_days,time_diff
2022-05-13T09:26:54Z,Day0,D4,11,0:06:27,1,1_D4,Nitzschia (C),15,P1,0.01,28,1,diatom,Nitzschia paela (C ),0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,D5,9,0:06:27,1,1_D5,Nitzschia p. (G),15,P1,0.01,36,1,diatom,Nitzschia paela (G),0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,D6,17,0:06:27,1,1_D6,Chlorella,15,P1,0.01,44,3,chlorophyta,Chlorella sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,D8,20,0:06:27,1,1_D8,Pediastrum,15,P1,0.01,60,1,chlorophyta,Pediastrum boryanum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,D9,17,0:06:27,1,1_D9,Pediastrum,15,P1,0.01,68,3,chlorophyta,Pediastrum boryanum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,D11,18,0:06:27,1,1_D11,Scenedesmus (C),15,P1,0.01,84,4,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E2,18,0:06:27,1,1_E2,Coelastrum,15,P1,0.01,13,1,chlorophyta,Coelastrum sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E3,15,0:06:27,1,1_E3,Asterionella (C),15,P1,0.01,21,3,diatom,Asterionella formosa,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E5,24,0:06:27,1,1_E5,Scenedesmus (C),15,P1,0.01,37,2,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E7,16,0:06:27,1,1_E7,Chlorella,15,P1,0.01,53,1,chlorophyta,Chlorella sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E8,21,0:06:27,1,1_E8,Chlorella,15,P1,0.01,61,2,chlorophyta,Chlorella sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,E9,15,0:06:27,1,1_E9,Cyclotella (G),15,P1,0.01,69,3,diatom,Cyclotella pseudostelligera,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F2,11,0:06:27,1,1_F2,Nitzschia (C),15,P1,0.01,14,3,diatom,Nitzschia paela (C ),0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F4,21,0:06:27,1,1_F4,Fragilaria (C),15,P1,0.01,30,2,diatom,Fragilaria crotonensis,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F5,15,0:06:27,1,1_F5,Scenedesmus (Z),15,P1,0.01,38,4,chlorophyta,Scenedesmus armatus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F6,16,0:06:27,1,1_F6,Messastrum,15,P1,0.01,46,2,chlorophyta,Messastrum gracile,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F7,12,0:06:27,1,1_F7,Fragilaria (C),15,P1,0.01,54,3,diatom,Fragilaria crotonensis,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F9,7,0:06:27,1,1_F9,Navicula,15,P1,0.01,70,1,diatom,Fistulifera saprophila,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F10,16,0:06:27,1,1_F10,Scenedesmus (Z),15,P1,0.01,78,3,chlorophyta,Scenedesmus armatus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,F11,16,0:06:27,1,1_F11,Fragilaria (C),15,P1,0.01,86,4,diatom,Fragilaria crotonensis,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G3,17,0:06:27,1,1_G3,Coelastrum,15,P1,0.01,23,2,chlorophyta,Coelastrum sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G4,8,0:06:27,1,1_G4,Nitzschia p. (G),15,P1,0.01,31,4,diatom,Nitzschia paela (G),0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G5,22,0:06:27,1,1_G5,Scenedesmus (C),15,P1,0.01,39,1,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G7,20,0:06:27,1,1_G7,Messastrum,15,P1,0.01,55,3,chlorophyta,Messastrum gracile,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G8,16,0:06:27,1,1_G8,Scenedesmus (Z),15,P1,0.01,63,2,chlorophyta,Scenedesmus armatus,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G9,14,0:06:27,1,1_G9,Tetraedron,15,P1,0.01,71,4,chlorophyta,Tetraedron minumum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G10,6,0:06:27,1,1_G10,Navicula,15,P1,0.01,79,3,diatom,Fistulifera saprophila,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,G11,20,0:06:27,1,1_G11,Pediastrum,15,P1,0.01,87,2,chlorophyta,Pediastrum boryanum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H2,17,0:06:27,1,1_H2,Asterionella (C),15,P1,0.01,16,4,diatom,Asterionella formosa,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H3,17,0:06:27,1,1_H3,Tetraedron,15,P1,0.01,24,2,chlorophyta,Tetraedron minumum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H4,22,0:06:27,1,1_H4,Lagerheimia,15,P1,0.01,32,1,chlorophyta,Lagerheimia subsalsa,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H5,25,0:06:27,1,1_H5,Lagerheimia,15,P1,0.01,40,2,chlorophyta,Lagerheimia subsalsa,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H6,4,0:06:27,1,1_H6,Navicula,15,P1,0.01,48,2,diatom,Fistulifera saprophila,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H7,22,0:06:27,1,1_H7,Pediastrum,15,P1,0.01,56,4,chlorophyta,Pediastrum boryanum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H8,14,0:06:27,1,1_H8,Tetraedron,15,P1,0.01,64,3,chlorophyta,Tetraedron minumum,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H9,19,0:06:27,1,1_H9,Messastrum,15,P1,0.01,72,4,chlorophyta,Messastrum gracile,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H10,17,0:06:27,1,1_H10,Oocystis,15,P1,0.01,80,4,chlorophyta,Oocystis sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day0,H11,18,0:06:27,1,1_H11,Oocystis,15,P1,0.01,88,3,chlorophyta,Oocystis sp.,0.004479167,0.003310185
2022-05-13T09:26:54Z,Day1_am,A3,13,19:37:42,1,1_A3,Eudorina,15,P1,0.01,17,1,chlorophyta,Eudorina elegans,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A4,8,19:37:42,1,1_A4,Asterionella (C),15,P1,0.01,25,1,diatom,Asterionella formosa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A5,7,19:37:42,1,1_A5,Navicula,15,P1,0.01,33,4,diatom,Fistulifera saprophila,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A7,9,19:37:42,1,1_A7,Cyclotella (G),15,P1,0.01,49,2,diatom,Cyclotella pseudostelligera,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A8,11,19:37:42,1,1_A8,Tetraedron,15,P1,0.01,57,1,chlorophyta,Tetraedron minumum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A9,10,19:37:42,1,1_A9,Nitzschia p. (G),15,P1,0.01,65,2,diatom,Nitzschia paela (G),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A10,12,19:37:42,1,1_A10,Eudorina,15,P1,0.01,73,3,chlorophyta,Eudorina elegans,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,A11,12,19:37:42,1,1_A11,Coelastrum,15,P1,0.01,81,4,chlorophyta,Coelastrum sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B2,10,19:37:42,1,1_B2,Lagerheimia,15,P1,0.01,10,4,chlorophyta,Lagerheimia subsalsa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B3,8,19:37:42,1,1_B3,Nitzschia (C),15,P1,0.01,18,4,diatom,Nitzschia paela (C ),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B4,10,19:37:42,1,1_B4,Fragilaria (C),15,P1,0.01,26,1,diatom,Fragilaria crotonensis,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B5,7,19:37:42,1,1_B5,Cyclotella (G),15,P1,0.01,34,4,diatom,Cyclotella pseudostelligera,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B7,13,19:37:42,1,1_B7,Messastrum,15,P1,0.01,50,1,chlorophyta,Messastrum gracile,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B8,5,19:37:42,1,1_B8,Cyclotella (G),15,P1,0.01,58,1,diatom,Cyclotella pseudostelligera,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B9,10,19:37:42,1,1_B9,Eudorina,15,P1,0.01,66,2,chlorophyta,Eudorina elegans,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B10,6,19:37:42,1,1_B10,Nitzschia p. (G),15,P1,0.01,74,3,diatom,Nitzschia paela (G),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,B11,15,19:37:42,1,1_B11,Scenedesmus (Z),15,P1,0.01,82,1,chlorophyta,Scenedesmus armatus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C2,13,19:37:42,1,1_C2,Eudorina,15,P1,0.01,11,4,chlorophyta,Eudorina elegans,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C3,11,19:37:42,1,1_C3,Chlorella,15,P1,0.01,19,4,chlorophyta,Chlorella sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C4,32,19:37:42,1,1_C4,Scenedesmus (C),15,P1,0.01,27,3,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C5,19,19:37:42,1,1_C5,Oocystis,15,P1,0.01,35,2,chlorophyta,Oocystis sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C6,12,19:37:42,1,1_C6,Nitzschia (C),15,P1,0.01,43,2,diatom,Nitzschia paela (C ),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C10,15,19:37:42,1,1_C10,Coelastrum,15,P1,0.01,75,3,chlorophyta,Coelastrum sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,C11,10,19:37:42,1,1_C11,Lagerheimia,15,P1,0.01,83,3,chlorophyta,Lagerheimia subsalsa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D2,14,19:37:42,1,1_D2,Asterionella (C),15,P1,0.01,12,2,diatom,Asterionella formosa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D3,18,19:37:42,1,1_D3,Oocystis,15,P1,0.01,20,1,chlorophyta,Oocystis sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D4,6,19:37:42,1,1_D4,Nitzschia (C),15,P1,0.01,28,1,diatom,Nitzschia paela (C ),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D5,1,19:37:42,1,1_D5,Nitzschia p. (G),15,P1,0.01,36,1,diatom,Nitzschia paela (G),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D6,11,19:37:42,1,1_D6,Chlorella,15,P1,0.01,44,3,chlorophyta,Chlorella sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D8,11,19:37:42,1,1_D8,Pediastrum,15,P1,0.01,60,1,chlorophyta,Pediastrum boryanum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D9,17,19:37:42,1,1_D9,Pediastrum,15,P1,0.01,68,3,chlorophyta,Pediastrum boryanum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,D11,18,19:37:42,1,1_D11,Scenedesmus (C),15,P1,0.01,84,4,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E2,16,19:37:42,1,1_E2,Coelastrum,15,P1,0.01,13,1,chlorophyta,Coelastrum sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E3,9,19:37:42,1,1_E3,Asterionella (C),15,P1,0.01,21,3,diatom,Asterionella formosa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E5,13,19:37:42,1,1_E5,Scenedesmus (C),15,P1,0.01,37,2,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E7,13,19:37:42,1,1_E7,Chlorella,15,P1,0.01,53,1,chlorophyta,Chlorella sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E8,9,19:37:42,1,1_E8,Chlorella,15,P1,0.01,61,2,chlorophyta,Chlorella sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,E9,12,19:37:42,1,1_E9,Cyclotella (G),15,P1,0.01,69,3,diatom,Cyclotella pseudostelligera,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F2,11,19:37:42,1,1_F2,Nitzschia (C),15,P1,0.01,14,3,diatom,Nitzschia paela (C ),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F4,20,19:37:42,1,1_F4,Fragilaria (C),15,P1,0.01,30,2,diatom,Fragilaria crotonensis,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F5,10,19:37:42,1,1_F5,Scenedesmus (Z),15,P1,0.01,38,4,chlorophyta,Scenedesmus armatus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F6,9,19:37:42,1,1_F6,Messastrum,15,P1,0.01,46,2,chlorophyta,Messastrum gracile,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F7,8,19:37:42,1,1_F7,Fragilaria (C),15,P1,0.01,54,3,diatom,Fragilaria crotonensis,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F9,5,19:37:42,1,1_F9,Navicula,15,P1,0.01,70,1,diatom,Fistulifera saprophila,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F10,11,19:37:42,1,1_F10,Scenedesmus (Z),15,P1,0.01,78,3,chlorophyta,Scenedesmus armatus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,F11,11,19:37:42,1,1_F11,Fragilaria (C),15,P1,0.01,86,4,diatom,Fragilaria crotonensis,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G3,25,19:37:42,1,1_G3,Coelastrum,15,P1,0.01,23,2,chlorophyta,Coelastrum sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G4,8,19:37:42,1,1_G4,Nitzschia p. (G),15,P1,0.01,31,4,diatom,Nitzschia paela (G),0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G5,15,19:37:42,1,1_G5,Scenedesmus (C),15,P1,0.01,39,1,chlorophyta,Scenedesmus arcuatus var. Platydiscus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G7,11,19:37:42,1,1_G7,Messastrum,15,P1,0.01,55,3,chlorophyta,Messastrum gracile,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G8,14,19:37:42,1,1_G8,Scenedesmus (Z),15,P1,0.01,63,2,chlorophyta,Scenedesmus armatus,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G9,12,19:37:42,1,1_G9,Tetraedron,15,P1,0.01,71,4,chlorophyta,Tetraedron minumum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G10,7,19:37:42,1,1_G10,Navicula,15,P1,0.01,79,3,diatom,Fistulifera saprophila,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,G11,24,19:37:42,1,1_G11,Pediastrum,15,P1,0.01,87,2,chlorophyta,Pediastrum boryanum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H2,7,19:37:42,1,1_H2,Asterionella (C),15,P1,0.01,16,4,diatom,Asterionella formosa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H3,10,19:37:42,1,1_H3,Tetraedron,15,P1,0.01,24,2,chlorophyta,Tetraedron minumum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H4,12,19:37:42,1,1_H4,Lagerheimia,15,P1,0.01,32,1,chlorophyta,Lagerheimia subsalsa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H5,10,19:37:42,1,1_H5,Lagerheimia,15,P1,0.01,40,2,chlorophyta,Lagerheimia subsalsa,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H6,7,19:37:42,1,1_H6,Navicula,15,P1,0.01,48,2,diatom,Fistulifera saprophila,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H7,23,19:37:42,1,1_H7,Pediastrum,15,P1,0.01,56,4,chlorophyta,Pediastrum boryanum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H8,9,19:37:42,1,1_H8,Tetraedron,15,P1,0.01,64,3,chlorophyta,Tetraedron minumum,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H9,11,19:37:42,1,1_H9,Messastrum,15,P1,0.01,72,4,chlorophyta,Messastrum gracile,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H10,20,19:37:42,1,1_H10,Oocystis,15,P1,0.01,80,4,chlorophyta,Oocystis sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_am,H11,15,19:37:42,1,1_H11,Oocystis,15,P1,0.01,88,3,chlorophyta,Oocystis sp.,0.817847222,0.816678241
2022-05-13T09:26:54Z,Day1_pm,A3,13,27:30:06,1,1_A3,Eudorina,15,P1,0.01,17,1,chlorophyta,Eudorina elegans,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A4,14,27:30:06,1,1_A4,Asterionella (C),15,P1,0.01,25,1,diatom,Asterionella formosa,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A5,10,27:30:06,1,1_A5,Navicula,15,P1,0.01,33,4,diatom,Fistulifera saprophila,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A7,12,27:30:06,1,1_A7,Cyclotella (G),15,P1,0.01,49,2,diatom,Cyclotella pseudostelligera,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A8,12,27:30:06,1,1_A8,Tetraedron,15,P1,0.01,57,1,chlorophyta,Tetraedron minumum,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A9,11,27:30:06,1,1_A9,Nitzschia p. (G),15,P1,0.01,65,2,diatom,Nitzschia paela (G),1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A10,21,27:30:06,1,1_A10,Eudorina,15,P1,0.01,73,3,chlorophyta,Eudorina elegans,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,A11,17,27:30:06,1,1_A11,Coelastrum,15,P1,0.01,81,4,chlorophyta,Coelastrum sp.,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B2,14,27:30:06,1,1_B2,Lagerheimia,15,P1,0.01,10,4,chlorophyta,Lagerheimia subsalsa,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B3,7,27:30:06,1,1_B3,Nitzschia (C),15,P1,0.01,18,4,diatom,Nitzschia paela (C ),1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B4,16,27:30:06,1,1_B4,Fragilaria (C),15,P1,0.01,26,1,diatom,Fragilaria crotonensis,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B5,10,27:30:06,1,1_B5,Cyclotella (G),15,P1,0.01,34,4,diatom,Cyclotella pseudostelligera,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B7,18,27:30:06,1,1_B7,Messastrum,15,P1,0.01,50,1,chlorophyta,Messastrum gracile,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B8,9,27:30:06,1,1_B8,Cyclotella (G),15,P1,0.01,58,1,diatom,Cyclotella pseudostelligera,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B9,11,27:30:06,1,1_B9,Eudorina,15,P1,0.01,66,2,chlorophyta,Eudorina elegans,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B10,6,27:30:06,1,1_B10,Nitzschia p. (G),15,P1,0.01,74,3,diatom,Nitzschia paela (G),1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,B11,24,27:30:06,1,1_B11,Scenedesmus (Z),15,P1,0.01,82,1,chlorophyta,Scenedesmus armatus,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C2,22,27:30:06,1,1_C2,Eudorina,15,P1,0.01,11,4,chlorophyta,Eudorina elegans,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C3,11,27:30:06,1,1_C3,Chlorella,15,P1,0.01,19,4,chlorophyta,Chlorella sp.,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C4,30,27:30:06,1,1_C4,Scenedesmus (C),15,P1,0.01,27,3,chlorophyta,Scenedesmus arcuatus var. Platydiscus,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C5,26,27:30:06,1,1_C5,Oocystis,15,P1,0.01,35,2,chlorophyta,Oocystis sp.,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C6,20,27:30:06,1,1_C6,Nitzschia (C),15,P1,0.01,43,2,diatom,Nitzschia paela (C ),1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C10,25,27:30:06,1,1_C10,Coelastrum,15,P1,0.01,75,3,chlorophyta,Coelastrum sp.,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,C11,14,27:30:06,1,1_C11,Lagerheimia,15,P1,0.01,83,3,chlorophyta,Lagerheimia subsalsa,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,D2,22,27:30:06,1,1_D2,Asterionella (C),15,P1,0.01,12,2,diatom,Asterionella formosa,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,D3,24,27:30:06,1,1_D3,Oocystis,15,P1,0.01,20,1,chlorophyta,Oocystis sp.,1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,D4,10,27:30:06,1,1_D4,Nitzschia (C),15,P1,0.01,28,1,diatom,Nitzschia paela (C ),1.145902778,1.144733796
2022-05-13T09:26:54Z,Day1_pm,D5,13,27:30:06,1,1_D5,Nitzschia p. (G),15,P1,0.01,36,1,diatom,Nitzschia paela (G),1.145902778,1.144733796
