"","Pop.fac","Pop.num","unique.id","K.s","r.max","R.jag","R.mth"
"55","3",21,"21.D09",6.61577083845276,1.72953832011865,3.05,3.16777279188056
"56","3",21,"21.F09",2.42470273283161,1.50351788447883,1.3,1.43911795708644
"57","30",22,"22.C03",7.75189659440942,1.830726583806,3.4,3.41620467234361
"58","30",22,"22.C09",7.86003652948714,1.81303464101594,3.45,3.51276837242428
"59","30",22,"22.E03",7.98634701113332,1.9137735355663,3.25,3.30362073769141
"60","30",22,"22.E08",7.50855865594037,1.86611052313444,3.2,3.21932391849645
"61","31",23,"23.B04",7.83716689825072,1.75972756192698,3.6,3.65817507432369
"62","31",23,"23.D06",7.37166141225878,1.68104651439895,3.55,3.68238992570101
"63","31",23,"23.D09",7.39091212059099,1.66409756932386,3.65,3.74868209343635
"64","31",23,"23.F08",7.78632123701628,1.63077204555169,4,4.07214580436919
"65","32",24,"24.C04",8.54036054398623,1.74491825705272,4,4.03622939908798
"66","32",24,"24.D07",7.84907909239079,1.62454322368657,4.05,4.12898621111603
"67","32",24,"24.D08",7.94418581390127,1.57722495307074,4.3,4.37341223527314
"68","32",24,"24.F07",7.93722774101867,1.60416518277712,4.2,4.2568432737325
"69","33",25,"25.C03",8.22529391700068,1.71017633527684,3.95,4.00474644821457
"70","33",25,"25.D05",8.27250276039781,1.62521405940243,4.3,4.34898648298128
"71","33",25,"25.E08",8.23968651896489,1.70753557950454,4,4.02098595723942
"72","33",25,"25.G03",7.0417691619229,1.49809732963067,4.05,4.2036051123068
"73","35",26,"26.C04",7.35366743438466,1.78101046315631,3.3,3.37266050334265
"74","35",26,"26.D07",6.85601548397058,1.74053345850409,3.15,3.25223198323289
"75","35",26,"26.D08",6.44733841278314,1.69261040131317,3.05,3.18777710938596
"76","35",26,"26.F07",7.3785192230059,1.69140860360598,3.55,3.65205881563394
"77","4",27,"27.B03",6.59019251938056,1.63024591325696,3.35,3.44828021778866
"78","4",27,"27.D04",7.7609042029662,1.63716753318829,3.95,4.0347543160692
"79","4",27,"27.D10",7.50522821522234,1.67899490647572,3.7,3.75598474684898
"80","4",27,"27.F03",7.79081276543623,1.61399127094099,4.05,4.13936554213507
"81","5",28,"28.B09",8.04509333770111,1.69809275659418,3.9,3.95859849121163
"82","5",28,"28.C04",7.82174250701347,1.77792611019138,3.5,3.59642162794199
"83","5",28,"28.D06",7.81570039376861,1.5936467112025,4.15,4.23432123671991
"84","5",28,"28.E10",7.91303916537785,1.65466330795959,4,4.0480957938303
"85","6",29,"29.C02",5.98201307392105,1.54524178765403,3.25,3.40010681984199
"86","6",29,"29.C09",4.48551680659051,1.55845006268296,2.3,2.5157887265197
"87","6",29,"29.E09",6.75796728354686,1.54472877085335,3.7,3.84315132328946
"88","6",29,"29.F04",4.94618584997447,1.42918402440404,3.05,3.18674066505638
"89","11",3,"3.B07",7.00477782579388,1.60012784150497,3.7,3.77133985450175
"90","11",3,"3.C07",6.20566194186175,1.66388117792192,3.05,3.14813836574755
"91","11",3,"3.D11",5.45338478792968,1.63808098735813,2.7,2.83271434804196
"92","11",3,"3.G02",4.08999140668288,1.4099194675447,2.45,2.69483789371132
"93","7",30,"30.B08",8.2871499584575,1.55322429253746,4.65,4.67246322064879
"94","7",30,"30.C07",7.79564748499971,1.63976175694017,4,4.0430794696517
"95","7",30,"30.D10",8.20742731676721,1.55747826000493,4.55,4.60777891777504
"96","7",30,"30.F03",8.27957567075682,1.53755350969569,4.7,4.74302667796384
"97","8",31,"31.B05",1.57008035482984,1.59095583799088,0.65,0.852844483055816
"98","8",31,"31.D03",2.34071615998625,1.63580429691723,0.6,1.2184381986096
"99","8",31,"31.E10",2.98831919738759,1.59768635249813,1.05,1.61268262467591
"100","8",31,"31.F06",2.92796640767871,1.65174139435128,1,1.50187690673245
"101","9",32,"32.C03",7.58389435987176,1.74877908852137,3.55,3.57255682114217
"102","9",32,"32.D05",7.28585146795059,1.66861006896354,3.6,3.68035338689182
"103","9",32,"32.E08",6.1917499375039,1.60465918650882,3.05,3.3191494506356
"104","9",32,"32.G03",8.14683239458457,1.57092508347849,4.45,4.51292209039783
"105","anc2",33,"33.B06",7.21224710680456,1.68201344864239,3.5,3.5996523791203
"106","anc2",33,"33.C10",6.97865622495391,1.71996987729897,3.25,3.36909394153771
"107","anc2",33,"33.E05",7.62715986190222,1.59946024057558,4,4.10906483570755
"108","anc2",33,"33.F10",7.82356506610543,1.58184928253988,4.2,4.28751726098909
"109","anc3",34,"34.B07",8.36541619078796,1.68731593166131,4.1,4.15556361377559
"110","anc3",34,"34.C06",7.96332634881543,1.60567247422261,4.2,4.26468408155426
"111","anc3",34,"34.D07",7.55895173387308,1.60180515602909,3.95,4.06315225689928
"112","anc3",34,"34.F05",7.52405422057834,1.59805231247664,3.95,4.05901543966617
"113","anc4",35,"35.B11",7.79393601405895,1.53708619261226,4.4,4.46695921083907
"114","anc4",35,"35.D04",7.20667291083551,1.68686944058102,3.5,3.58137037418198
"115","anc4",35,"35.E02",7.65056352872205,1.68982466075361,3.7,3.79201811122324
"116","anc4",35,"35.F06",7.84234393788397,1.67009339230101,3.9,3.95616498185964
"117","anc5",36,"36.B08",6.76412233417273,1.65840863876121,3.4,3.4485421667921
"118","anc5",36,"36.C11",4.34031728703956,1.56312471118917,2.4,2.42300648526621
"119","anc5",36,"36.E07",3.65286956958193,1.63453206576158,1.8,1.90371885972156
"120","anc5",36,"36.F05",4.05495839132657,1.5235350559857,2.2,2.35671414863039
"121","cc1690",37,"37.B04",8.21739214333176,1.78065447802408,3.75,3.76989531690801
"122","cc1690",37,"37.C05",8.7983155543056,1.80028745529729,3.95,3.97251192807569
"123","cc1690",37,"37.E05",8.5559397974106,1.82038964613135,3.8,3.80146433387205
"124","cc1690",37,"37.F07",8.23382611954037,1.7050822932997,4,4.02673471934982
"125","14",4,"4.B04",5.85050452687893,1.60318091334543,3,3.14066572071888
"126","14",4,"4.D06",5.30927896452085,1.61650869196433,2.65,2.81417109271834
"127","14",4,"4.D09",4.73750920370974,1.69511268185691,2.2,2.33721743795291
"128","14",4,"4.F08",5.79067086268395,1.62825887496846,2.9,3.03557102036597
"129","15",5,"5.B02",5.39562527042693,1.64152870383846,2.75,2.79377712372799
"130","15",5,"5.C11",5.90009133414912,1.63412418306161,2.95,3.07604204357996
"131","15",5,"5.E07",5.27570041989785,1.67695246012097,2.55,2.64504743095586
"132","15",5,"5.F02",6.34473143479132,1.73024017774782,2.95,3.03617126727022
"133","16",6,"6.B05",7.20940732462536,1.72977281799421,3.4,3.45132665051395
"134","16",6,"6.C08",6.4231336721501,1.62504128443589,3.2,3.37729148059196
"135","16",6,"6.E04",4.87700635712878,1.70552129188267,2.3,2.38417529149851
"136","16",6,"6.E11",6.17090447799045,1.61487004783759,3.2,3.27595471570987
"137","17",7,"7.B08",7.08310751737974,1.72056772715338,3.3,3.41775849606098
"138","17",7,"7.C11",7.56011941669014,1.81611352825959,3.3,3.37044922938807
"139","17",7,"7.E07",7.63943984433129,1.77641290014503,3.5,3.51696887817901
"140","17",7,"7.F05",4.42916957283719,1.6703791486299,1.95,2.23377299893402
"141","18",8,"8.B11",8.26820582840885,1.64715727288372,4.2,4.25899304488595
"142","18",8,"8.D02",7.41586812404461,1.55363334441388,4.05,4.17949555820782
"143","18",8,"8.E06",8.12049554969638,1.74343030526046,3.8,3.84262384325972
"144","18",8,"8.E11",8.21923154590034,1.68694195849285,4.05,4.08430055427152
"145","19",9,"9.B03",7.54530075706119,1.62450285777351,3.9,3.96933497463026
"146","19",9,"9.D04",7.37026144271083,1.59695476713298,3.9,3.98025693958623
"147","19",9,"9.D10",5.9692683716294,1.54847828437553,3.25,3.3817538948003
"148","19",9,"9.F03",6.53009180600944,1.4423227526346,4,4.14457340065864
